Name,Best_Resolution,Memory_Bandwidth,Memory_Speed,Manufacturer,Release_Price,Core_Speed_Value,Core_Speed_Unit,Max_Power_Value,Max_Power_Unit,Memory_Value,Memory_Unit,Release_Year
GeForce GTX 1080 Ti Kuroutoshikou Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Inno3D iChiLL X3 Ultra 11GB,8294400,502GB/sec,1426 MHz,Nvidia,,1607,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Manli F369G 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Inno3D iChiLL X4 11GB,8294400,502GB/sec,1426 MHz,Nvidia,699,1569,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Inno3D iChiLL X3 11GB,8294400,502GB/sec,1426 MHz,Nvidia,699,1569,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti KFA Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,699,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Inno3D Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,699,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Inno3D Gaming OC 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1531,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Inno3D iChiLL Black 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Gigabyte Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Inno3D iChiLL X4 Ultra 11GB,8294400,502GB/sec,1426 MHz,Nvidia,,1607,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Aero 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,250,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Aero OC 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1506,MHz,250,Watts,11264,MB,2017
GeForce GTX 1080 Ti Gigabyte AORUS Xtreme Edition 11GB,8294400,494.2GB/sec,1404 MHz,Nvidia,,1607,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Galax Hall of Fame Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Gigabyte G1 Gaming 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1518,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Galax Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti EVGA SC2 Gaming 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1556,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti EVGA SC Black Edition Gaming 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1556,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Gainward Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Colorful Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti EVGA Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti ELSA Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti EVGA FTW3 Gaming 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1569,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti ASUS Turbo 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti ASUS ROG STRIX OC 11GB,8294400,488.6GB/sec,1388 MHz,Nvidia,,1594,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti ASUS ROG STRIX 11GB,8294400,488.6GB/sec,1388 MHz,Nvidia,,1582,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti,8294400,484.4GB/sec,1376 MHz,Nvidia,699,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti ASUS Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Palit Super JetStream 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,,1708,MHz,200,Watts,8192,MB,2016
GeForce GTX 1080 PNY Founders 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,699,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Palit Founders 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,699,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 SLI,8294400,640.5GB/sec,1251 MHz,Nvidia,1199,1607,MHz,360,Watts,16384,MB,2016
GeForce GTX 1080 MSI Armor 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 MSI Founders 8GB Edition,4096000,320GB/sec,1250 MHz,Nvidia,699,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 MSI Gaming X 8GB Edition,4096000,323.3GB/sec,1263 MHz,Nvidia,719,1708,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Palit JetStream 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Palit GameRock 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,,1645,MHz,200,Watts,8192,MB,2016
GeForce GTX 1080 MSI Armor OC 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,,1657,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Ti Inno3D Twin X2 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 MSI Sea Hawk 8GB Edition,4096000,323.3GB/sec,1263 MHz,Nvidia,,1708,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 MSI Aero OC 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,,1632,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 MSI Aero 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Gigabyte Founders 8GB Edition,4096000,320GB/sec,1250 MHz,Nvidia,699,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Gigabyte G1 Gaming 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,649,1695,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 EVGA FTW ACX 3.0 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,679,1721,MHz,215,Watts,8192,MB,2016
GeForce GTX 1080 EVGA ACX 3.0 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,619,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Colorful iGame X-TOP 8GB,4096000,320.3GB/sec,1251 MHz,Nvidia,,1708,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Inno3D Founders 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,699,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Ti Gainward Founders Edition 11GB (China),8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 EVGA 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,609,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Asus ROG Strix Gaming 8GB,4096000,320.3GB/sec,1251 MHz,Nvidia,669,1632,MHz,300,Watts,8192,MB,2016
GeForce GTX 1080 Asus ROG Strix Gaming OC 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,829,1784,MHz,300,Watts,8192,MB,2016
GeForce GTX 1080 EVGA SuperClocked ACX 3.0 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,649,1708,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 EVGA Founders 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,699,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Asus Founders 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,699,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1070 Palit JetStream,4096000,272GB/sec,2125 MHz,Nvidia,485,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Zotac AMP!,4096000,256.3GB/sec,2002 MHz,Nvidia,450,1607,MHz,220,Watts,8192,MB,2016
GeForce GTX 1070 SLI,4096000,256.3GB/sec,2002 MHz,Nvidia,379,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 MSI Sea Hawk X 8GB Edition,4096000,259.5GB/sec,2027 MHz,Nvidia,,1607,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Palit GameRock Premium,4096000,272GB/sec,2125 MHz,Nvidia,585,1670,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 MSI Quick Silver OC 8GB,4096000,256.3GB/sec,2002 MHz,Nvidia,,1607,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Zotac AMP! Xtreme,4096000,262.7GB/sec,2052 MHz,Nvidia,450,1632,MHz,150,Watts,8192,MB,2016
GeForce GTX 1080,4096000,320.3GB/sec,1251 MHz,Nvidia,699.99,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1070 MSI Gaming Z 8GB,4096000,256.3GB/sec,2002 MHz,Nvidia,,1657,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 MSI Gaming X 8GB Edition,4096000,259.5GB/sec,2027 MHz,Nvidia,450,1607,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Palit Super JetStream,4096000,272.3GB/sec,2127 MHz,Nvidia,560,1632,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 MSI Armor OC 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,,1556,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 MSI Armor 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Leadtek WinFast HURRICANE,4096000,256.3GB/sec,2002 MHz,Nvidia,450,1569,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Gigabyte Xtreme Gaming,4096000,256.3GB/sec,2002 MHz,Nvidia,480,1695,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Gigabyte Mini ITX OC 8GB,4096000,256.3GB/sec,2002 MHz,Nvidia,,1556,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Gigabyte Windforce OC,4096000,256.3GB/sec,2002 MHz,Nvidia,400,1582,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 MSI Aero OC 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,,1531,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 MSI Aero 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Gigabyte Founders 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,449,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Galax HOF Limited Edition 8GB,4096000,256.3GB/sec,2002 MHz,Nvidia,,1657,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Galax EXOC 8GB,4096000,256.3GB/sec,2002 MHz,Nvidia,,1594,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Galax Founders 8GB,4096000,256.3GB/sec,2002 MHz,Nvidia,,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Galax EX 8GB,4096000,256.3GB/sec,2002 MHz,Nvidia,,1518,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Gainward Phoenix GLH,4096000,272.3GB/sec,2127 MHz,Nvidia,590,1670,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 EVGA SC GAMING ACX 3.0 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,439,1594,MHz,180,Watts,8192,MB,2016
GeForce GTX 1070 EVGA Founders 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,449,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 EVGA ACX 3.0 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,419,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Gainward,4096000,256.3GB/sec,2002 MHz,Nvidia,438,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Colorful iGame X-TOP 8GB,4096000,256.3GB/sec,2002 MHz,Nvidia,,1657,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Asus ROG Strix Gaming OC 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,,1657,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 MSI Founders 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,449,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Gigabyte G1 Gaming 8GB Edition,4096000,256.3GB/sec,2002 MHz,Nvidia,,1620,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Asus Turbo,4096000,256.3GB/sec,2002 MHz,Nvidia,438,1531,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Asus ROG Strix Gaming 8GB,4096000,256.3GB/sec,2002 MHz,Nvidia,485,1531,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Asus Founders SLI,4096000,256.3GB/sec,2002 MHz,Nvidia,379,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Asus Founders,4096000,256.3GB/sec,2002 MHz,Nvidia,379,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1070 Asus Dual,4096000,256.3GB/sec,2002 MHz,Nvidia,430,1582,MHz,150,Watts,8192,MB,2016
GeForce GTX 1060 Palit Super Jetstream 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,320,1620,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Zotac Mini 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,318,1506,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Palit Jetstream 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,300,1506,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 MSI OC 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,206,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Zotac AMP 6GB Edition,3686400,192.2GB/sec,2002 MHz,Nvidia,339,1556,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 MSI OCV1 3G,2073600,192.2GB/sec,2002 MHz,Nvidia,221,,,120,Watts,3072,MB,2016
GeForce GTX 1070,4096000,256.3GB/sec,2002 MHz,Nvidia,379,1506,MHz,150,Watts,8192,MB,2016
GeForce GTX 1060 MSI Gaming X 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,235.02,,,120,Watts,3072,MB,2016
GeForce GTX 1060 MSI Gaming X 6G Edition,3686400,192.2GB/sec,2002 MHz,Nvidia,289,1569,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 MSI Gaming 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,289.99,1518,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 MSI Armor V1 3G,2073600,192.2GB/sec,2002 MHz,Nvidia,221,,,120,Watts,3072,MB,2016
GeForce GTX 1060 MSI Gaming 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,220,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Zotac Mini 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,199.99,,,120,Watts,3072,MB,2016
GeForce GTX 1060 MSI Armor 6G OC,3686400,194.6GB/sec,2027 MHz,Nvidia,279,1544,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 KFA2 OC 6GB,2073600,192.2GB/sec,2002 MHz,Nvidia,,1518,MHz,120,Watts,,,2016
GeForce GTX 1060 MSI 6GT OC,3686400,194.6GB/sec,2027 MHz,Nvidia,249,1544,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 MSI Armor OCV1 3G,2073600,192.2GB/sec,2002 MHz,Nvidia,224,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Inno3D iChill X3 3GB,2073600,197GB/sec,2052 MHz,Nvidia,299.99,,,120,Watts,3072,MB,2016
GeForce GTX 1060 KFA2 EX OC White 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,330,1556,MHz,120,Watts,6144,MB,2016
GeForce GTX 1070 Gainward Phoenix GS,4096000,272.3GB/sec,2127 MHz,Nvidia,585,1632,MHz,150,Watts,8192,MB,2016
GeForce GTX 1060 Inno3D iChill X3,3686400,197GB/sec,2052 MHz,Nvidia,370,1569,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Inno3D Gaming OC 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,349.99,1569,MHz,130,Watts,6144,MB,2016
GeForce GTX 1060 Gigabyte Xtreme Gaming 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,319.49,1620,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 KFA2 EX OC Black 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,,1544,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Inno3D Compact 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,299.99,1506,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Gigabyte Mini ITX OC 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,199.99,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Gigabyte Mini ITX OC 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,292,1531,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Inno3D Compact 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,249.99,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Gigabyte Windforce 2X OC 6GB,2073600,192.2GB/sec,2002 MHz,Nvidia,300.64,1556,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Gigabyte GTX G1 Gaming 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,289.99,1594,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Gigabyte Windforce 2X OC 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,243.44,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Galax EX OC White 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,299.99,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Gigabyte G1 Gaming 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,289.99,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Galax OC 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,249.99,1518,MHz,120,Watts,3072,MB,2016
GeForce GTX 1060 Galax Gamer OC 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Gainward Phoenix GS 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,,1620,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Galax EX OC Black 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,269.99,,,120,Watts,3072,MB,2016
GeForce GTX 1060 EVGA SC ACX 2.0 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,203,,,120,Watts,3072,MB,2016
GeForce GTX 1060 EVGA SSC GAMING ACX 3.0 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,,1617,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 EVGA SC GAMING 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,,1607,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 EVGA FTW+ ACX 3.0 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,249.99,,,120,Watts,3072,MB,2016
GeForce GTX 1060 EVGA ACX 2.0 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,249.99,1506,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 EVGA GAMING,3686400,192.2GB/sec,2002 MHz,Nvidia,,1506,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Asus ROG Strix Gaming OC 6GB Edition,3686400,194.6GB/sec,2027 MHz,Nvidia,,1645,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 EVGA FTW GAMING ACX 3.0,3686400,192.2GB/sec,2002 MHz,Nvidia,,1637,MHz,140,Watts,6144,MB,2016
GeForce GTX 1060 Asus Dual OC 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,279.99,1570,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 EVGA ACX 2.0 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,215,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Asus Turbo 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,259.99,1506,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060,3686400,192.2GB/sec,2002 MHz,Nvidia,249,1506,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Asus Dual 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,200,,,120,Watts,3072,MB,2016
GeForce GTX 1060 Asus Dual 6GB,3686400,192.2GB/sec,2002 MHz,Nvidia,,1506,MHz,120,Watts,6144,MB,2016
GeForce GTX 1060 Asus Dual OC 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,220,,,120,Watts,3072,MB,2016
GeForce GTX 1060 3GB,2073600,192.2GB/sec,2002 MHz,Nvidia,200,,,120,Watts,3072,MB,2016
GeForce GTX 1050 Zotac Mini 2GB,1440000,112.1GB/sec,1752 MHz,Nvidia,130,1354,MHz,75,Watts,2048,MB,2016
GeForce GTX 1050 Ti Zotac OC Edition 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,150,1392,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Zotac Mini 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,140,1303,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti PNY XLR8 Gaming Overclocked Edition 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,160,1366,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti MSI OC T 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,150,1341,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Palit StormX 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1290,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti MSI Gaming 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,150,1316,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti KFA2 OC 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1303,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti PNY 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,150,1290,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti MSI 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,150,1290,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Inno3D Twin X2 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1290,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti MSI Gaming X 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,165,1379,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Gigabyte Windforce OC 4GB,1440000,112.1GB/sec,1752 MHz,Nvidia,160,1354,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti Inno3D 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1290,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Galax EXOC 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1354,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Gigabyte OC 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1341,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti Gigabyte D5 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,140,1316,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Gigabyte G1 Gaming 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,170,1392,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Gainward 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1290,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti Colorful iGame U-4G 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1290,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti EVGA Gaming 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,145,1290,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti MSI OC 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,140,1341,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Galax OC 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1303,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti EVGA SSC Gaming ACX 3.0 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,160,1366,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti EVGA FTW DT GAMING ACX 3.0 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1290,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti EVGA FTW Gaming ACX 3.0 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1379,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti Asus ROG Strix Gaming OC 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1392,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Colorful iGame S-4G 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1366,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti EVGA SC Gaming 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,150,1354,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti Asus Expedition 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1290,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Palit StormX 2GB,1440000,112.1GB/sec,1752 MHz,Nvidia,,1354,MHz,75,Watts,2048,MB,
GeForce GTX 1050 Ti Asus Dual 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1290,MHz,75,Watts,4096,MB,
GeForce GTX 1050 Ti 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,149,1290,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 Ti Asus Pheonix 4GB,2073600,112.1GB/sec,1752 MHz,Nvidia,,1290,MHz,75,Watts,4096,MB,2016
GeForce GTX 1050 PNY 2GB,1440000,112.1GB/sec,1752 MHz,Nvidia,120,1354,MHz,75,Watts,2048,MB,2016
GeForce GTX 1050 MSI OC T 2GB,1440000,112.1GB/sec,1752 MHz,Nvidia,130,1404,MHz,75,Watts,2048,MB,2016
GeForce GTX 1050 MSI Gaming 2GB,1440000,112.1GB/sec,1752 MHz,Nvidia,130,1379,MHz,75,Watts,2048,MB,2016
